id,url,title,domain,category,resource_type,topics,author,github_repository,image,icon,first_seen,last_seen
L01133,https://msradam.github.io/theodosia,"Theodosia · Durable AI agents, by construction",msradam.github.io,Websites & products,Web page,AI agents & automation; AI models & research,,,,,2026-07-27T17:51:22Z,2026-07-27T17:51:22Z
L01134,https://burr.dagworks.io/,burr.dagworks.io,burr.dagworks.io,Websites & products,Homepage,,,,,,2026-07-27T17:52:03Z,2026-07-27T17:52:03Z
L01135,https://vercel.com/plugin,Vercel Plugin - Vercel,vercel.com,Websites & products,Web page,,,,https://lishhsx6kmthaacj.public.blob.vercel-storage.com/og-images/vercel-plugin-og.jpg,https://assets.vercel.com/image/upload/q_auto/front/favicon/vercel/apple-touch-icon-57x57.png,2026-07-30T00:14:27Z,2026-07-30T00:14:27Z
L01136,https://github.com/openai/codex-security,openai/codex-security,github.com,Code & repositories,Repository,AI coding & software development; Security & identity; AI models & research,openai,openai/codex-security,,,2026-08-06T16:20:57Z,2026-08-06T16:20:57Z
L01137,https://superlogical.com/,An announcement from Superlogical,superlogical.com,Websites & products,Homepage,,,,https://www.superlogical.com/og.webp,https://www.superlogical.com/apple-touch-icon.png,2026-08-06T16:21:12Z,2026-08-06T16:21:12Z
L01138,https://x.com/_heyrico/status/2082504442067538074,rico (@_heyrico) on X,x.com,Social media & discussions,Social post,,_heyrico,,https://pbs.twimg.com/media/HOaKvomaoAMc7rK.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:21:33Z,2026-08-06T16:21:33Z
L01139,https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency,How GPT-5.6 fuses frontier intelligence with frontier efficiency,openai.com,Websites & products,Web page,AI models & research,,,https://images.ctfassets.net/kftzwdyauwt9/2Og4MpejHbFrNOgRBVvhTh/589eff3fad85c1992c0973594e76a949/How_GPT-5.6_fuses_frontier_intelligence_with_frontier_efficiency_SEO_CARD__1_.png?w=1600&h=900&fit=fill,https://openai.com/apple-icon.png?apple-icon.07gg71mkjj694.png,2026-08-06T16:22:05Z,2026-08-06T16:22:05Z
L01140,https://beautiful-ui-five.vercel.app/,Beautiful UI — Crafted primitives for AI-native interfaces,beautiful-ui-five.vercel.app,Websites & products,Homepage,Design & frontend; AI models & research,,,,https://beautiful-ui-five.vercel.app/icon.png?e85518666265c44d,2026-08-06T16:22:17Z,2026-08-06T16:22:17Z
L01141,https://x.com/rafaquint/status/2082942652811485549,Rafael Quintanilha (@rafaquint) on X,x.com,Social media & discussions,Social post,,rafaquint,,https://pbs.twimg.com/media/HOgZSr_XoAAXfgQ.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:23:24Z,2026-08-06T16:23:24Z
L01142,https://github.com/yc-software/qm,yc-software/qm,github.com,Code & repositories,Repository,,yc-software,yc-software/qm,,,2026-08-06T16:23:42Z,2026-08-06T16:23:42Z
L01143,https://github.com/firecrawl/pdf-inspector,firecrawl/pdf-inspector,github.com,Code & repositories,Repository,,firecrawl,firecrawl/pdf-inspector,,,2026-08-06T16:26:40Z,2026-08-06T16:26:40Z
L01144,https://agentbehavior.dev/,Agent behavior,agentbehavior.dev,Websites & products,Homepage,AI agents & automation,,,https://agentbehavior.dev/og-image.jpg,https://www.agentbehavior.dev/apple-touch-icon.png,2026-08-06T16:27:53Z,2026-08-06T16:27:53Z
L01145,https://x.com/mitch_troy/status/2082513195357307158,Mitchell Troyanovsky (@mitch_troy) on X,x.com,Social media & discussions,Social post,,mitch_troy,,https://pbs.twimg.com/media/HOaOEsMW4AAyQu2.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:28:18Z,2026-08-06T16:28:18Z
L01146,https://x.com/gwern/status/2084739205071343837,X,x.com,Social media & discussions,Social post,,gwern,,https://abs.twimg.com/rweb/ssr/default/v2/og/image.png,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:28:41Z,2026-08-06T16:28:41Z
L01147,https://x.com/tszzl/status/2084766357531546045,roon (@tszzl) on X,x.com,Social media & discussions,Social post,,tszzl,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:29:50Z,2026-08-06T16:29:50Z
L01148,https://yegge.ai/essays/model-welfare,"The Shape of Things to Come, Part 2: Model Welfare for Agentic Engineers — Steve Yegge",yegge.ai,Websites & products,Web page,AI agents & automation; AI models & research,,,https://yegge.ai/images/og-card.png,https://yegge.ai/apple-touch-icon.png,2026-08-06T16:32:20Z,2026-08-06T16:32:20Z
L01149,https://earendil.com/posts/pi-autoresearch-and-databricks,"Pi, Minimal and Performant | EARENDIL",earendil.com,Articles & announcements,Article or announcement,,,,https://earendil.com/static/og/posts/pi-autoresearch-and-databricks.png,https://earendil.com/static/favicon/apple-touch-icon.png,2026-08-06T16:32:29Z,2026-08-06T16:32:29Z
L01150,https://paxmachina.ai/welcome-to-pax-machina,Pax Machina: New Institutions for Powerful AI · Pax Machina,paxmachina.ai,Websites & products,Web page,AI models & research,,,https://paxmachina.ai/assets/og/welcome-to-pax-machina.png,https://paxmachina.ai/assets/apple-touch-icon.png,2026-08-06T16:32:53Z,2026-08-06T16:32:53Z
L01151,https://x.com/paxmachinamag/status/2084669620024389872,Pax Machina (@PaxMachinaMag) on X,x.com,Social media & discussions,Social post,,PaxMachinaMag,,https://pbs.twimg.com/media/HO47-JoaQAIreOI.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:33:02Z,2026-08-06T16:33:02Z
L01152,https://ampcode.com/notes/what-i-want-to-tell-you-about-orbs,What I Want to Tell You About Orbs,ampcode.com,Websites & products,Web page,,,,https://ampcode.com/what-i-want-to-tell-you-about-orbs/header.webp,https://ampcode.com/app-icon.png?v=3,2026-08-06T16:33:17Z,2026-08-06T16:33:17Z
L01153,https://blog.google/company-news/inside-google/message-ceo/next-chapter-ai-momentum,The next chapter of our AI momentum,blog.google,Articles & announcements,Article or announcement,AI models & research,,,https://storage.googleapis.com/gweb-uniblog-publish-prod/images/super-g_1.width-1300.jpg,https://blog.google/favicon.ico,2026-08-06T16:33:28Z,2026-08-06T16:33:28Z
L01154,https://x.com/jeffdean/status/2085034604172603724,Jeff Dean (@JeffDean) on X,x.com,Social media & discussions,Social post,,JeffDean,,https://jf.x.com/images/media-preview/2085034604172603724,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:33:38Z,2026-08-06T16:33:38Z
L01155,https://x.com/jeffdean/status/2085036253263921218,Jeff Dean (@JeffDean) on X,x.com,Social media & discussions,Social post,,JeffDean,,https://jf.x.com/images/media-preview/2085036253263921218,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:33:49Z,2026-08-06T16:33:49Z
L01156,https://os.cloudflare.app/,Cloudflare OS,os.cloudflare.app,Websites & products,Homepage,,,,,https://os.cloudflare.app/favicon.png,2026-08-06T16:34:02Z,2026-08-06T16:34:02Z
L01157,https://github.com/cloudflare/cloudflare-os,cloudflare/cloudflare-os,github.com,Code & repositories,Repository,,cloudflare,cloudflare/cloudflare-os,,,2026-08-06T16:34:14Z,2026-08-06T16:34:14Z
L01158,https://celld.dev/,"celld — Durable Objects, self-hosted",celld.dev,Websites & products,Homepage,,,,https://celld.dev/og.png,,2026-08-06T16:34:30Z,2026-08-06T16:34:30Z
L01159,https://github.com/denoland/celld,denoland/celld,github.com,Code & repositories,Repository,,denoland,denoland/celld,,,2026-08-06T16:34:39Z,2026-08-06T16:34:39Z
L01160,https://x.com/rough__sea/status/2085001943693549887,Ryan Dahl (@rough__sea) on X,x.com,Social media & discussions,Social post,,rough__sea,,https://jf.x.com/images/media-preview/2085001943693549887,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:34:46Z,2026-08-06T16:34:46Z
L01161,https://hark.ryan.ceo/,Hark — Webhooks to iPhone Notifications,hark.ryan.ceo,Websites & products,Homepage,,,,https://hark.ryan.ceo/ogimage.png,https://hark.ryan.ceo/favicon.png,2026-08-06T16:35:04Z,2026-08-06T16:35:04Z
L01162,https://x.com/clamanna/status/2085129029099933962,Charles Lamanna (@clamanna) on X,x.com,Social media & discussions,Social post,,clamanna,,https://pbs.twimg.com/media/HO-D83LaUAAbiE9.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:35:20Z,2026-08-06T16:35:20Z
L01163,https://x.com/primeintellect/status/2085086999267144083,Prime Intellect (@PrimeIntellect) on X,x.com,Social media & discussions,Social post,,PrimeIntellect,,https://jf.x.com/images/media-preview/2085086999267144083,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:35:46Z,2026-08-06T16:35:46Z
L01164,https://github.com/PrimeIntellect-ai/prime-agent,PrimeIntellect-ai/prime-agent,github.com,Code & repositories,Repository,AI agents & automation; AI models & research,PrimeIntellect-ai,PrimeIntellect-ai/prime-agent,,,2026-08-06T16:36:03Z,2026-08-06T16:36:03Z
L01165,https://x.com/brainsandtennis/status/2085246447382057355,Peter Wang (@BrainsAndTennis) on X,x.com,Social media & discussions,Social post,,BrainsAndTennis,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:40:11Z,2026-08-06T16:40:11Z
L01166,https://x.com/synthwavedd/status/2085365276640702915,leo :feet: (@synthwavedd) on X,x.com,Social media & discussions,Social post,,synthwavedd,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-06T16:56:48Z,2026-08-06T16:56:48Z
L01167,https://omp.sh/,omp — a coding agent with the IDE wired in,omp.sh,Websites & products,Homepage,AI coding & software development; AI agents & automation,,,https://omp.sh/og-image.png,https://omp.sh/favicon-180x180.png,2026-08-07T05:56:10Z,2026-08-18T15:33:02Z
L01168,https://archil.com/,Archil — Real data for every agent,archil.com,Websites & products,Homepage,Data & databases; AI agents & automation,,,,,2026-08-11T16:54:28Z,2026-08-11T16:54:28Z
L01169,https://busy.app/,BUSY Bar — Productivity Multi-tool Device with an LED pixel screen,busy.app,Websites & products,Homepage,Productivity & collaboration,,,https://cdn.shopify.com/s/files/1/0660/7693/4282/files/bb_productpic_smm.webp?v=1778085860,http://busy.app/cdn/shop/t/4/assets/favicon-default.png?v=150124648946950850911784022592,2026-08-11T16:55:23Z,2026-08-11T16:55:23Z
L01170,https://youtube.com/watch?v=87DyyMV0kCY,Black Hat USA 2026: The 'Breaking' News: The OpenAI–Hugging Face Incident,youtube.com,Videos & talks,Video,AI models & research,,,,https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png,2026-08-11T16:56:22Z,2026-08-11T16:56:22Z
L01171,https://github.com/modal-labs/overeasy,modal-labs/overeasy,github.com,Code & repositories,Repository,,modal-labs,modal-labs/overeasy,,,2026-08-11T16:57:07Z,2026-08-11T16:57:07Z
L01172,https://x.com/erikdunteman/status/2085899578436657661,Erik Dunteman (@erikdunteman) on X,x.com,Social media & discussions,Social post,,erikdunteman,,https://jf.x.com/images/media-preview/2085899578436657661,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T16:57:21Z,2026-08-11T16:57:21Z
L01173,https://ultramock.io/,Ultramock — Turn product screens into premium visuals,ultramock.io,Websites & products,Homepage,,,,https://ultramock.io/META.jpg,https://www.ultramock.io/icon.png?21f1287e5d253cb5,2026-08-11T16:58:24Z,2026-08-11T16:58:24Z
L01174,https://x.com/ryolu_/status/2086854498639822942,Ryo Lu (@ryolu_) on X,x.com,Social media & discussions,Social post,,ryolu_,,https://pbs.twimg.com/media/HPX_GmqaEAABfk9.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T16:58:50Z,2026-08-11T16:58:50Z
L01175,https://youtube.com/watch?v=UTTeXZrpMR0,youtube.com/watch,youtube.com,Videos & talks,Video,,,,,,2026-08-11T16:59:12Z,2026-08-11T16:59:12Z
L01176,https://x.com/iruletheworldmo/status/2086587213190516773,:strawberry::strawberry::strawberry: (@iruletheworldmo) on X,x.com,Social media & discussions,Social post,,iruletheworldmo,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T16:59:52Z,2026-08-11T16:59:52Z
L01177,https://x.com/fin465/status/2086939268136755285,Finn Mallery (@fin465) on X,x.com,Social media & discussions,Social post,,fin465,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T17:00:05Z,2026-08-11T17:00:05Z
L01178,https://x.com/virtualelena/status/2086890946634154185,Elena (@VirtualElena) on X,x.com,Social media & discussions,Social post,,VirtualElena,,https://jf.x.com/images/media-preview/2086890946634154185,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T17:00:22Z,2026-08-11T17:00:22Z
L01179,https://x.com/astrange,angela strange (@astrange) on X,x.com,Social media & discussions,Social page,,astrange,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T17:00:39Z,2026-08-11T17:00:39Z
L01180,https://x.com/gevs94,Gabriel Vasquez (@GEVS94) on X,x.com,Social media & discussions,Social page,,GEVS94,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T17:00:39Z,2026-08-11T17:00:39Z
L01181,https://x.com/jensenhuang/status/2086934705207959965,Jensen Huang (@JensenHuang) on X,x.com,Social media & discussions,Social post,,JensenHuang,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-11T17:01:08Z,2026-08-11T17:01:08Z
L01182,https://docs.mellea.ai/,Mellea — build predictable AI without guesswork | Mellea,docs.mellea.ai,Documentation & guides,Documentation,AI models & research,,,https://docs.mellea.ai/images/mellea_draft_logo_300.png,,2026-08-11T17:33:58Z,2026-08-11T17:33:58Z
L01183,https://ourlifeos.ai/,LifeOS | Moving You From Current to Ideal State,ourlifeos.ai,Websites & products,Homepage,AI models & research,,,https://ourlifeos.ai/og-image.jpg,https://ourlifeos.ai/apple-touch-icon.png,2026-08-11T18:06:26Z,2026-08-11T18:06:26Z
L01184,https://agent-of-empires.com/,Agent of Empires,agent-of-empires.com,Websites & products,Homepage,AI agents & automation,,,https://agent-of-empires.com/assets/social-preview.png,,2026-08-12T23:36:10Z,2026-08-12T23:36:10Z
L01185,https://ml-visualized.com/,ml-visualized.com,ml-visualized.com,Websites & products,Homepage,,,,,,2026-08-13T14:46:49Z,2026-08-13T14:46:49Z
L01186,https://github.com/denoland/celld/commit/ae8fac053d79f971bfcb996054bb43eb2f9b05da,github.com/denoland/celld/commit/ae8fac053d79f971bfcb996054bb43eb2f9b05da,github.com,Code & repositories,Commit,,denoland,denoland/celld,,,2026-08-17T13:26:39Z,2026-08-17T13:26:39Z
L01187,https://github.com/asg017/sqlite-vec,github.com/asg017/sqlite-vec,github.com,Code & repositories,Repository,Data & databases,asg017,asg017/sqlite-vec,,,2026-08-17T13:28:26Z,2026-08-17T13:28:26Z
L01188,https://keep.md/,Keep - Shared memory for AI agents,keep.md,Websites & products,Homepage,Agent memory & knowledge; AI agents & automation; AI models & research,,,https://og.ian.is/?url=https%3A%2F%2Fkeep.md%2F&v=3,https://keep.md/apple-touch-icon.png,2026-08-17T19:54:09Z,2026-08-17T19:54:09Z
L01189,https://treg.to/,treg — the tool catalog for your agent,treg.to,Websites & products,Homepage,AI agents & automation,,,https://treg.to/media/og.png,,2026-08-17T21:10:40Z,2026-08-17T21:10:40Z
L01190,https://miren.md/,Miren | Miren Docs,miren.md,Websites & products,Homepage,,,,https://miren.md/img/miren-og-card.png,https://miren.md/img/favicon.png,2026-08-17T21:11:11Z,2026-08-17T21:11:11Z
L01191,https://preloop.dev/,preloop.dev,preloop.dev,Websites & products,Homepage,,,,,,2026-08-17T21:11:56Z,2026-08-17T21:11:56Z
L01192,https://github.com/preloopdev/preloop,preloopdev/preloop,github.com,Code & repositories,Repository,,preloopdev,preloopdev/preloop,,,2026-08-17T21:12:14Z,2026-08-17T21:12:14Z
L01193,https://town.com/how-a-townie-gets-to-know-you,town.com/how-a-townie-gets-to-know-you,town.com,Websites & products,Web page,,,,,,2026-08-17T21:12:29Z,2026-08-17T21:12:29Z
L01194,https://youtube.com/watch?v=-RXD4bTuFTo,Ryan Greenblatt – What happens once AI can automate AI research?,youtube.com,Videos & talks,Video,AI agents & automation; AI models & research,,,,https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png,2026-08-17T21:13:20Z,2026-08-17T21:13:20Z
L01195,https://skills.asmartbear.com/,Skills from A Smart Bear,skills.asmartbear.com,Websites & products,Homepage,MCP & agent integrations,,,,,2026-08-17T21:13:43Z,2026-08-17T21:13:43Z
L01196,https://xirp.spotify.com/,"Xirp — Know your systems, so your agents can too",xirp.spotify.com,Websites & products,Homepage,AI agents & automation,,,https://xirp.spotify.com/opengraph-image.jpg?opengraph-image.2b6dq6hq88xsr.jpg,https://xirp.spotify.com/favicon.ico?favicon.1k_d666o_yfkd.ico,2026-08-17T21:13:57Z,2026-08-17T21:13:57Z
L01197,https://x.com/aiatdoordash/status/2087284229751394705,DoorDash AI Research (@AIatDoorDash) on X,x.com,Social media & discussions,Social post,,AIatDoorDash,,https://pbs.twimg.com/media/HPeEbdragAA9RGy.jpg:large,https://x.com/apple-touch-icon.png,2026-08-17T21:15:53Z,2026-08-17T21:15:53Z
L01198,https://beautifului.dev/,Beautiful UI — Crafted primitives for AI-native interfaces,beautifului.dev,Websites & products,Homepage,Design & frontend; AI models & research,,,,https://www.beautifului.dev/icon.png?e85518666265c44d,2026-08-17T21:17:09Z,2026-08-17T21:17:09Z
L01199,https://x.com/monokern/status/2087241401649996149,monokern (@monokern) on X,x.com,Social media & discussions,Social post,,monokern,,https://pbs.twimg.com/media/HPdeHgXX0AAMdba.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:18:57Z,2026-08-17T21:18:57Z
L01200,https://x.com/mattyp/status/2087252657589412119,matt palmer (@mattyp) on X,x.com,Social media & discussions,Social post,,mattyp,,https://pbs.twimg.com/media/HPdpKlEb0AAXVg2.png:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:19:07Z,2026-08-17T21:19:07Z
L01201,https://github.com/humanlayer/skills/blob/main/plugins/show-me/skills/show-me/SKILL.md,SKILL.md,github.com,Code & repositories,Source file,MCP & agent integrations,humanlayer,humanlayer/skills,,,2026-08-17T21:20:04Z,2026-08-17T21:20:04Z
L01202,https://x.com/dexhorthy/status/2087569590268391897,dex (@dexhorthy) on X,x.com,Social media & discussions,Social post,,dexhorthy,,https://pbs.twimg.com/media/HPeiYIRbkAA4h04.png:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:20:19Z,2026-08-17T21:20:19Z
L01203,https://hone.com/,Hone,hone.com,Websites & products,Homepage,,,,https://hone.com/og.png,https://hone.com/apple-icon.png?apple-icon.087emrfrvqluu.png,2026-08-17T21:21:24Z,2026-08-17T21:21:24Z
L01204,https://x.com/suraj_sharma14/status/2087516956778012736,Suraj Sharma (@suraj_sharma14) on X,x.com,Social media & discussions,Social post,,suraj_sharma14,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:24:52Z,2026-08-17T21:24:52Z
L01205,https://agent-plugins.org/specification,Agent Plugins Specification,agent-plugins.org,Websites & products,Web page,AI agents & automation,,,https://agent-plugins.org/og/specification/image.png,https://agent-plugins.org/favicon.ico?favicon.137mikrf5cedd.ico?dpl=dpl_HqZx7HyUJsnkAhHtoT4y3kuz8JFH,2026-08-17T21:26:18Z,2026-08-17T21:26:18Z
L01206,https://x.com/googlecloudtech/status/2087733334617063503,Google Cloud Tech (@GoogleCloudTech) on X,x.com,Social media & discussions,Social post,,GoogleCloudTech,,https://pbs.twimg.com/media/HPkeUsWXsAAgdAy.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:26:35Z,2026-08-17T21:26:35Z
L01207,https://x.com/regulargio/status/2087644734269649034,giovanni (@regulargio) on X,x.com,Social media & discussions,Social post,,regulargio,,https://pbs.twimg.com/media/HPEsbc5aYAAE9tw.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:28:02Z,2026-08-17T21:28:02Z
L01208,https://mastra.ai/blog/introducing-dynamic-workflows,Introducing Dynamic Workflows for Mastra | Mastra Blog,mastra.ai,Articles & announcements,Article or announcement,Productivity & collaboration; AI models & research,,,https://mastra.ai/api/og/blog?title=Introducing+Dynamic+Workflows+for+Mastra&author=Paul+Scanlon&authorImage=paul.png&date=Aug+12%2C+2026&category=features,https://mastra.ai/favicon/new-brand/apple-touch-icon.png,2026-08-17T21:28:50Z,2026-08-17T21:28:50Z
L01209,https://x.com/atullchaurasia/status/2017844930086101316,atul (@atullchaurasia) on X,x.com,Social media & discussions,Social post,,atullchaurasia,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:29:38Z,2026-08-17T21:29:38Z
L01210,https://x.com/atullchaurasia/status/2087838102698246570,atul (@atullchaurasia) on X,x.com,Social media & discussions,Social post,,atullchaurasia,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:29:46Z,2026-08-17T21:29:46Z
L01211,https://x.com/divaagurlxw/status/2087756697469440442,diva (@divaagurlxw) on X,x.com,Social media & discussions,Social post,,divaagurlxw,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:31:29Z,2026-08-17T21:31:29Z
L01212,https://nurb.dev/,"nurb · describe the part, print the part",nurb.dev,Websites & products,Homepage,,,,,,2026-08-17T21:35:04Z,2026-08-17T21:35:04Z
L01213,https://agentsview.io/,AgentsView - AgentsView,agentsview.io,Websites & products,Homepage,AI agents & automation,,,https://agentsview.io/assets/static/og-image.png,https://www.agentsview.io/./assets/images/favicon.png,2026-08-17T21:35:29Z,2026-09-01T23:32:00Z
L01214,https://gist.github.com/VivianBalakrishnan/83d1ea5f929d0ae51bca7fe25129b0d7,gist.github.com/VivianBalakrishnan/83d1ea5f929d0ae51bca7fe25129b0d7,gist.github.com,Code & repositories,Code snippet,,VivianBalakrishnan,,,,2026-08-17T21:37:34Z,2026-08-17T21:37:34Z
L01215,https://instinct.co/,Instinct,instinct.co,Websites & products,Homepage,,,,https://instinct.co/og-image-v2.png,https://instinct.co/apple-touch-icon.png,2026-08-17T21:37:59Z,2026-08-17T21:37:59Z
L01216,https://x.com/_abhaysinghal/status/2088361241928732705,Abhay Singhal (@_AbhaySinghal) on X,x.com,Social media & discussions,Social post,,_AbhaySinghal,,https://pbs.twimg.com/media/HPnnud7aUAAHMny.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:38:53Z,2026-08-17T21:38:53Z
L01217,https://getbb.app/,bb,getbb.app,Websites & products,Homepage,,,,https://getbb.app/og.png,https://getbb.app/apple-touch-icon.png,2026-08-17T21:39:16Z,2026-08-17T21:39:16Z
L01218,https://x.com/0xmorlex/status/2086754640968732729,Morlex (@0xMorlex) on X,x.com,Social media & discussions,Social post,,0xMorlex,,https://pbs.twimg.com/media/HPWkQ6ZWwAAkOZ3.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T21:39:48Z,2026-08-17T21:39:48Z
L01219,https://poke.com/,Poke – Chat with Poke,poke.com,Websites & products,Homepage,,,,https://poke.com/assets/og.jpg,https://poke.com/apple-touch-icon.png,2026-08-17T21:40:37Z,2026-08-17T21:40:37Z
L01220,https://neufangled.com/stringman,neufangled.com/stringman,neufangled.com,Websites & products,Web page,,,,,,2026-08-17T22:09:08Z,2026-08-17T22:09:08Z
L01221,https://labs.google/code/experiments/situationally-aware-agents,Situationally Aware Agents – /code,labs.google,Websites & products,Web page,AI agents & automation,,,https://labs.google/code/assets/og/situationally-aware-agents.png,,2026-08-17T22:12:37Z,2026-08-17T22:12:37Z
L01222,https://x.com/ericzakariasson/status/2089466749943152806,eric zakariasson (@ericzakariasson) on X,x.com,Social media & discussions,Social post,,ericzakariasson,,https://pbs.twimg.com/media/HP9D5cqawAAWkJZ.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-17T22:31:11Z,2026-08-17T22:31:11Z
L01223,https://youtube.com/playlist?list=PLKq1TCpsv3Y4,CS 185/285: Deep Reinforcement Learning (Spring 2026),youtube.com,Videos & talks,Video,AI models & research,,,,https://www.youtube.com/s/desktop/4c822eff/img/favicon.ico,2026-08-17T22:37:16Z,2026-08-17T22:37:16Z
L01224,https://x.com/noahelhadedy/status/2089606806809038932,𝐍𝐨𝐚𝐡 (@noahelhadedy) on X,x.com,Social media & discussions,Social post,,noahelhadedy,,https://jf.x.com/images/media-preview/2089606806809038932,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-18T21:19:04Z,2026-08-18T21:19:04Z
L01225,https://youtube.com/watch?v=pwQ0l4hFCVI,youtube.com/watch,youtube.com,Videos & talks,Video,,,,,,2026-08-19T18:37:25Z,2026-08-19T18:37:25Z
L01226,https://cs229.stanford.edu/main_notes.pdf,cs229.stanford.edu/main_notes.pdf,cs229.stanford.edu,Documents & reference,PDF,,,,,,2026-08-19T18:37:41Z,2026-08-19T18:37:41Z
L01227,https://berd.xyz/,"Berd — Less chatting, more building.",berd.xyz,Websites & products,Homepage,,,,https://berd.xyz/sites/berd/assets/images/social/berd-share-open-graph.png,https://berd.xyz/sites/berd/assets/favicon/berd-favicon-32.png,2026-08-19T18:38:28Z,2026-08-19T18:38:28Z
L01228,https://warp.dev/factories/request-access,Request Early Access — Warp Factories | Warp,warp.dev,Websites & products,Web page,,,,https://www.warp.dev/og/default.png,https://www.warp.dev/apple-touch-icon-57x57.png,2026-08-19T18:38:57Z,2026-08-19T18:38:57Z
L01229,https://x.com/zachlloydtweets/status/2089734641863286877,Zach Lloyd (@zachlloydtweets) on X,x.com,Social media & discussions,Social post,,zachlloydtweets,,https://pbs.twimg.com/media/HQA6d22XQAAjOKz.jpg:large,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-19T18:39:09Z,2026-08-19T18:39:09Z
L01230,https://paperwing.dev/code/tiller,paperwing.dev/code/tiller,paperwing.dev,Websites & products,Web page,,,,,,2026-08-19T18:40:34Z,2026-08-19T18:40:34Z
L01231,https://paperwing.dev/,paperwing.dev,paperwing.dev,Websites & products,Homepage,,,,,,2026-08-19T18:40:53Z,2026-08-19T18:40:53Z
L01232,https://x.com/korinne_dev/status/2089747594847436878,korinne (@korinne_dev) on X,x.com,Social media & discussions,Social post,,korinne_dev,,https://jf.x.com/images/media-preview/2089747594847436878,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-19T18:42:03Z,2026-08-19T18:42:03Z
L01233,https://miren.com/,miren.com,miren.com,Websites & products,Homepage,,,,,,2026-08-19T18:42:48Z,2026-08-19T18:42:48Z
L01234,https://x.com/dazzeloid/status/2089380467745476714,James Evans (@dazzeloid) on X,x.com,Social media & discussions,Social post,,dazzeloid,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-19T18:43:07Z,2026-08-19T18:43:07Z
L01235,https://sam-mesh.dev/,SAM,sam-mesh.dev,Websites & products,Homepage,,,,,https://sam-mesh.dev/favicons/apple-touch-icon-180x180.png,2026-08-19T18:43:57Z,2026-08-19T18:43:57Z
L01236,https://github.com/google/sam,google/sam,github.com,Code & repositories,Repository,,google,google/sam,,,2026-08-19T18:44:09Z,2026-08-19T18:44:09Z
L01237,https://cumora.ai/,Cumora — Where agent teams gather,cumora.ai,Websites & products,Homepage,AI agents & automation; AI models & research,,,https://cumora.ai/assets/og-image.png,https://cumora.ai/assets/icon-192.png,2026-08-19T18:44:37Z,2026-08-19T18:44:37Z
L01238,https://github.com/yetone/cumora,yetone/cumora,github.com,Code & repositories,Repository,,yetone,yetone/cumora,,,2026-08-19T18:44:45Z,2026-08-19T18:44:45Z
L01239,https://x.com/natebjones/status/2089457435459404093,Nate (@natebjones) on X,x.com,Social media & discussions,Social post,,natebjones,,,http://abs.twimg.com/favicons/twitter.3.ico,2026-08-19T18:45:05Z,2026-08-19T18:45:05Z
